"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ALXN","Alexion Pharmaceuticals, Inc.","109.43","24413464439.76","n/a","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","10.59","4984059141.63","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","25","0","n/a","2018","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aqna",
"BABA","Alibaba Group Holding Limited","149","383217546607","n/a","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","32.25","240417138.75","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","215.57","17242233012.17","n/a","2001","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","0.98","68677300.44","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alim",
"ALO","Alio Gold Inc.","0.681","57685564.383","n/a","2011","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/alo",
"ALYA","Alithya Group inc.","3.65","176677348.45","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","1.56","59156940.96","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","32.82","5099663069.34","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","60.7","2556262681.3","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","608.03","9021080265.13","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","23.38","2938501178.48","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","32.4","707196517.2","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","118.44","1913968607.04","n/a","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","86.35","8208065135.05","n/a","2013","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/alle",
"ALGR","Allegro Merger Corp.","9.75","185835000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algr",
"ALGRR","Allegro Merger Corp.","0.29","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algrr",
"ALGRU","Allegro Merger Corp.","10.29","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algru",
"ALGRW","Allegro Merger Corp.","0.3299","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/algrw",
"ALNA","Allena Pharmaceuticals, Inc.","7.52","156124592.48","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/alna",
"AGN","Allergan plc.","148.23","49995896664.96","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agn",
"ALE","Allete, Inc.","80.78","4154453360.96","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ale",
"AKP","Alliance California Municipal Income Fund Inc","13.41","114718097.88","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/akp",
"ADS","Alliance Data Systems Corporation","173.18","9433724539.96","n/a","2001","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ads",
"AMMA","Alliance MMA, Inc.","0.1943","3399249.7436","n/a","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/amma",
"AFB","Alliance National Municipal Income Fund Inc","12.04","346089029.44","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/afb",
"ARLP","Alliance Resource Partners, L.P.","19.6","2551524452.4","n/a","1999","Energy","Coal Mining","https://www.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","10.7","922657543.9","n/a","1993","n/a","n/a","https://www.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","26.35","2536792601.4","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","45.32","10692639778.04","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/lnt",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","8.22","150072638.64","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","5.8","518424972.8","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","23.83","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","5.02","378437865.58","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","23.435","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","21.41","220626924.14","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/acv",
"NIE","AllianzGI Equity & Convertible Income Fund","19.4197","538099787.6105","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/nie",
"NFJ","AllianzGI NFJ Dividend, Interest & Premium Strategy Fund","11.32","1073153896.92","n/a","2005","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nfj",
"AHPI","Allied Healthcare Products, Inc.","1.97","7906667.89","n/a","1992","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","47.3","448232868.6","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.69","13464014.9","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/alqa",
"ALSN","Allison Transmission Holdings, Inc.","43.31","5614632174.4","n/a","2012","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alsn",
"ALLO","Allogene Therapeutics, Inc.","26.22","3185275633.62","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/allo",
"ALLT","Allot Communications Ltd.","6.67","224874581.1","n/a","2006","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","10.39","1815280610.73","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","79.3","27314272011","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/all",
"ALL^A","Allstate Corporation (The)","24.146","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^a",
"ALL^B","Allstate Corporation (The)","24.1","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^b",
"ALL^D","Allstate Corporation (The)","25.49","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^d",
"ALL^E","Allstate Corporation (The)","25.39","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^e",
"ALL^F","Allstate Corporation (The)","25.17","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^f",
"ALL^G","Allstate Corporation (The)","23.86","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/all^g",
"ALLY","Ally Financial Inc.","23","9500879859","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","25.34","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.6393","71371212.2625","n/a","2015","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","77.13","7792471512.54","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","10.17","241923309.12","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/aosl",
"APT","Alpha Pro Tech, Ltd.","3.665","49952414.365","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1042.1","724745116515.8","n/a","2004","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1051.71","731428544756.58","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","22.19","22190000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","2.51","108463641.06","n/a","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","4.8","66491827.2","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alpn",
"AMR","Alta Mesa Resources, Inc.","1.25","476098838.75","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/amr",
"AMRWW","Alta Mesa Resources, Inc.","0.108","0","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/amrww",
"AABA","Altaba Inc.","62.01","37367060495.31","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","27.4","1926998187.4","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/altr",
"AYX","Alteryx, Inc.","64.42","3954306903.56","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","17.67","12635824262.37","n/a","2017","Consumer Services","Television Services","https://www.nasdaq.com/symbol/atus",
"ALT","Altimmune, Inc.","2.15","18823809","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","47.46","77501942.7","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","21.46","357829405","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","26.18","1687057421.28","n/a","2006","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aimc",
"MO","Altria Group","52.73","99082068213.13","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/mo",
"ALTM","Altus Midstream Company","8.73","2836632832.65","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/altm",
"ALTMW","Altus Midstream Company","0.78","0","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/altmw",
"ACH","Aluminum Corporation of China Limited","8.57","5109022031.53","n/a","2001","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/ach",
"ALZH","Alzheon, Inc.","n/a","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alzh",
"AMAG","AMAG Pharmaceuticals, Inc.","16.8","580199071.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amag",
"AMAL","Amalgamated Bank","18.5","587774322.5","n/a","2018","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/amal",
"AMRN","Amarin Corporation plc","16.06","4682493075.48","291562458","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","12.55","88244697.5","n/a","n/a","Basic Industries","Other Specialty Stores","https://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1591.91","778394048599.48","n/a","1997","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","15.85","718580006.3","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","7.8725","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","37.61","1205438523.71","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/amba",
"AMBR","Amber Road, Inc.","8.24","229008008.16","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ambr",
"ABEV","Ambev S.A.","4.04","63509868975.92","n/a","2013","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/abev",
"AMBO","Ambow Education Holding Ltd.","5.9","127277991.9","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ambo",
"AMC","AMC Entertainment Holdings, Inc.","14.51","1501990983.96","n/a","2013","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/amc",
"AMCX","AMC Networks Inc.","56.57","3197879358.86","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/amcx",
"AMCIU","AMCI Acquisition Corp.","10","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/amciu",
"DIT","AMCON Distributing Company","83.5","51548725","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/dit",
"DOX","Amdocs Limited","59.56","8313121842.6","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dox",
"AMED","Amedisys Inc","124.24","3961839539.76","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","344.49","6754686888.12","n/a","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/uhal",
"AEE","Ameren Corporation","69.81","17054289239.52","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/aee",
"AMRC","Ameresco, Inc.","15.25","701142616.25","n/a","2010","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/amrc",
"AMRH","Ameri Holdings, Inc.","0.2318","9181034.4942","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.04","0","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","5.6","338913461.6","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","14.02","46291966806.52","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AMOV","America Movil, S.A.B. de C.V.","14.02","46291966806.52","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","14.2","46886300189.2","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amx",
"AAL","American Airlines Group, Inc.","32.41","14927445215.83","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",
"AAT","American Assets Trust, Inc.","41.71","1969634666.91","n/a","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aat",
"AXL","American Axle & Manufacturing Holdings, Inc.","11.27","1258877043.27","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/axl",
"ACC","American Campus Communities Inc","43.39","5945796264.32","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/acc",
"AEO","American Eagle Outfitters, Inc.","18.18","3224512916.46","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/aeo",
"AEP","American Electric Power Company, Inc.","80.01","39453637248.27","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/aep",
"AETI","American Electric Technologies, Inc.","0.89","7982798.93","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeti",
"AEL","American Equity Investment Life Holding Company","29.22","2639826054.06","n/a","2003","Finance","Life Insurance","https://www.nasdaq.com/symbol/ael",
"AXP","American Express Company","105.7","90295472577.1","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/axp",
"AFIN","American Finance Trust, Inc.","13.12","1393749473.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/afin",
"AFG","American Financial Group, Inc.","91.42","8159525989.86","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afg",
"AFGE","American Financial Group, Inc.","24.6","0","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afge",
"AFGH","American Financial Group, Inc.","24.27","0","n/a","2015","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afgh",
"AMH","American Homes 4 Rent","20.62","6114475282.28","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/amh",
"AMH^D","American Homes 4 Rent","22.53","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^d",
"AMH^E","American Homes 4 Rent","21.924","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^e",
"AMH^F","American Homes 4 Rent","20.33","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/amh^f",
